NFat,Data,CliID,Pais,QTD,Valor,Mes,Ano,Status
C566946,2021-09-15 16:27:00,15122.0,United Kingdom,145.0,2.1,9,2021,Completo
554280,2021-05-23 13:35:00,14817.0,United Kingdom,281.0,529.55,5,2021,Completo
540968,2021-01-12 13:40:00,17338.0,United Kingdom,316.0,770.75,1,2021,Completo
573871,2021-11-01 12:34:00,14426.0,United Kingdom,530.0,600.22,11,2021,Completo
577178,2021-11-18 11:10:00,12618.0,Italy,96.0,177.31,11,2021,Completo
555866,2021-06-07 14:38:00,16841.0,United Kingdom,316.0,306.68,6,2021,Completo
541660,2021-01-20 12:20:00,17787.0,United Kingdom,263.0,529.91,1,2021,Completo
555570,2021-06-05 15:36:00,15152.0,United Kingdom,429.0,756.1,6,2021,Completo
C540535,2021-01-09 14:17:00,15005.0,United Kingdom,145.0,41.9,1,2021,Completo
563355,2021-08-15 14:39:00,14156.0,EIRE,580.0,467.42,8,2021,Completo
550514,2021-04-18 16:49:00,14631.0,United Kingdom,192.0,320.58,4,2021,Completo
537051,2020-12-05 11:12:00,15708.0,United Kingdom,158.0,350.68,12,2020,Completo
563504,2021-08-17 09:16:00,16218.0,United Kingdom,196.0,454.72,8,2021,Completo
C538806,2020-12-14 11:59:00,15181.0,United Kingdom,145.0,4.25,12,2020,Completo
580776,2021-12-06 11:05:00,14562.0,United Kingdom,96.0,262.12,12,2021,Completo
C554517,2021-05-24 16:55:00,15434.0,United Kingdom,145.0,44.0,5,2021,Completo
571281,2021-10-16 13:23:00,14088.0,United Kingdom,1624.0,8132.31,10,2021,Completo
577406,2021-11-20 10:36:00,12702.0,Germany,53.0,219.0,11,2021,Completo
577146,2021-11-18 09:42:00,16414.0,United Kingdom,11.0,75.45,11,2021,Completo
551824,2021-05-04 12:32:00,15128.0,United Kingdom,360.0,483.7,5,2021,Completo
558713,2021-07-01 13:07:00,15483.0,United Kingdom,122.0,69.02,7,2021,Completo
551993,2021-05-05 15:39:00,14697.0,United Kingdom,107.0,99.21,5,2021,Completo
549972,2021-04-13 14:27:00,13408.0,United Kingdom,186.0,408.9,4,2021,Completo
C569908,2021-10-06 16:41:00,16782.0,United Kingdom,145.0,5.9,10,2021,Completo
572851,2021-10-26 12:22:00,16013.0,United Kingdom,198.0,476.1,10,2021,Completo
559168,2021-07-06 17:05:00,13263.0,United Kingdom,76.0,145.96,7,2021,Completo
568673,2021-09-28 13:23:00,16182.0,United Kingdom,991.0,1773.65,9,2021,Completo
557643,2021-06-21 16:36:00,,United Kingdom,62.0,502.32,6,2021,Incompleto
550185,2021-04-14 18:22:00,17142.0,United Kingdom,81.0,579.0,4,2021,Completo
C550969,2021-04-21 17:00:00,14152.0,United Kingdom,145.0,10.2,4,2021,Completo
551724,2021-05-03 17:12:00,15976.0,United Kingdom,125.0,209.99,5,2021,Completo
560606,2021-07-20 10:08:00,17422.0,United Kingdom,321.0,293.07,7,2021,Completo
551432,2021-04-28 15:06:00,,United Kingdom,145.0,0.0,4,2021,Incompleto
579273,2021-11-29 10:00:00,15197.0,United Kingdom,267.0,306.36,11,2021,Completo
552056,2021-05-06 10:33:00,16353.0,United Kingdom,72.0,356.4,5,2021,Completo
566770,2021-09-15 08:55:00,15304.0,United Kingdom,12.0,90.6,9,2021,Completo
577021,2021-11-17 12:39:00,12931.0,United Kingdom,906.0,2209.74,11,2021,Completo
560718,2021-07-20 13:30:00,17677.0,United Kingdom,1005.0,1682.59,7,2021,Completo
561271,2021-07-26 12:18:00,,United Kingdom,170.0,0.0,7,2021,Incompleto
571047,2021-10-13 13:42:00,16042.0,United Kingdom,214.0,388.72,10,2021,Completo
544286,2021-02-17 12:29:00,13151.0,United Kingdom,363.0,1257.87,2,2021,Completo
540496,2021-01-07 17:18:00,15485.0,United Kingdom,187.0,328.54,1,2021,Completo
577309,2021-11-18 13:14:00,15933.0,United Kingdom,269.0,379.19,11,2021,Completo
565668,2021-09-06 09:15:00,15291.0,United Kingdom,291.0,378.75,9,2021,Completo
C570301,2021-10-10 12:04:00,16900.0,United Kingdom,145.0,682.05,10,2021,Completo
572690,2021-10-25 14:14:00,,United Kingdom,145.0,0.0,10,2021,Incompleto
563501,2021-08-16 17:27:00,15856.0,United Kingdom,14.0,20.3,8,2021,Completo
561101,2021-07-25 11:05:00,16013.0,United Kingdom,336.0,241.92,7,2021,Completo
549260,2021-04-07 12:34:00,17790.0,United Kingdom,39.0,107.07,4,2021,Completo
562581,2021-08-07 13:43:00,15860.0,United Kingdom,59.0,113.79,8,2021,Completo
577796,2021-11-21 16:53:00,15105.0,United Kingdom,66.0,233.9,11,2021,Completo
575885,2021-11-11 13:46:00,16460.0,United Kingdom,140.0,302.62,11,2021,Completo
558096,2021-06-26 13:24:00,15532.0,United Kingdom,174.0,545.34,6,2021,Completo
566851,2021-09-15 12:16:00,15573.0,United Kingdom,220.0,410.7,9,2021,Completo
545166,2021-02-28 14:03:00,17027.0,United Kingdom,88.0,239.13,2,2021,Completo
537772,2020-12-08 12:35:00,18043.0,United Kingdom,172.0,316.46,12,2020,Completo
548328,2021-03-30 13:11:00,,United Kingdom,145.0,0.0,3,2021,Incompleto
536591,2020-12-01 16:58:00,14606.0,United Kingdom,12.0,39.06,12,2020,Completo
C579887,2021-11-30 17:42:00,16717.0,United Kingdom,145.0,20.45,11,2021,Completo
550128,2021-04-14 13:13:00,,United Kingdom,9.0,31.15,4,2021,Incompleto
541357,2021-01-17 14:40:00,14238.0,United Kingdom,111.0,146.85,1,2021,Completo
542320,2021-01-27 11:15:00,14040.0,United Kingdom,71.0,203.25,1,2021,Completo
C546881,2021-03-17 17:17:00,15159.0,United Kingdom,145.0,17.85,3,2021,Completo
564062,2021-08-22 14:41:00,17706.0,United Kingdom,192.0,931.5,8,2021,Completo
551560,2021-05-03 10:43:00,16133.0,United Kingdom,402.0,820.74,5,2021,Completo
566453,2021-09-12 16:23:00,17811.0,United Kingdom,48.0,84.5,9,2021,Completo
559371,2021-07-08 10:20:00,14264.0,United Kingdom,52.0,218.27,7,2021,Completo
559370,2021-07-08 10:01:00,17042.0,United Kingdom,223.0,185.51,7,2021,Completo
560039,2021-07-14 14:27:00,,United Kingdom,145.0,0.0,7,2021,Incompleto
C552339,2021-05-09 12:04:00,14667.0,United Kingdom,145.0,5.95,5,2021,Completo
540985,2021-01-12 15:48:00,17389.0,United Kingdom,24.0,105.54,1,2021,Completo
575708,2021-11-10 17:17:00,13460.0,United Kingdom,89.0,75.98,11,2021,Completo
560919,2021-07-21 18:31:00,15971.0,United Kingdom,100.0,430.0,7,2021,Completo
571675,2021-10-18 13:26:00,13700.0,United Kingdom,148.0,305.76,10,2021,Completo
C562887,2021-08-10 11:43:00,17994.0,United Kingdom,145.0,25.0,8,2021,Completo
537363,2020-12-06 12:35:00,,United Kingdom,145.0,0.0,12,2020,Incompleto
574732,2021-11-06 15:11:00,13523.0,United Kingdom,528.0,978.84,11,2021,Completo
556509,2021-06-13 10:33:00,12708.0,Germany,101.0,289.77,6,2021,Completo
569894,2021-10-06 15:53:00,15707.0,United Kingdom,156.0,188.22,10,2021,Completo
C567541,2021-09-21 10:15:00,15498.0,United Kingdom,145.0,35.4,9,2021,Completo
568048,2021-09-23 12:36:00,14911.0,EIRE,717.0,1261.09,9,2021,Completo
571920,2021-10-19 16:16:00,14799.0,United Kingdom,146.0,157.7,10,2021,Completo
552960,2021-05-12 12:53:00,18218.0,United Kingdom,226.0,352.7,5,2021,Completo
537130,2020-12-05 12:23:00,17796.0,United Kingdom,28.0,114.65,12,2020,Completo
580603,2021-12-05 11:31:00,16642.0,United Kingdom,348.0,380.6,12,2021,Completo
561329,2021-07-26 13:57:00,15044.0,United Kingdom,48.0,154.21,7,2021,Completo
564231,2021-08-24 10:22:00,13468.0,United Kingdom,43.0,121.37,8,2021,Completo
577311,2021-11-18 13:16:00,18225.0,United Kingdom,38.0,110.22,11,2021,Completo
581007,2021-12-07 08:55:00,12912.0,United Kingdom,88.0,187.92,12,2021,Completo
540940,2021-01-12 12:12:00,18109.0,United Kingdom,33.0,214.18,1,2021,Completo
546537,2021-03-14 14:32:00,15005.0,United Kingdom,86.0,181.44,3,2021,Completo
577172,2021-11-18 10:56:00,17760.0,United Kingdom,74.0,115.05,11,2021,Completo
537210,2020-12-05 15:15:00,15953.0,United Kingdom,101.0,209.84,12,2020,Completo
549584,2021-04-11 09:47:00,17574.0,United Kingdom,77.0,185.65,4,2021,Completo
550459,2021-04-18 13:17:00,18116.0,United Kingdom,127.0,189.98,4,2021,Completo
C549269,2021-04-07 12:47:00,16701.0,United Kingdom,145.0,28.9,4,2021,Completo
569943,2021-10-06 18:08:00,14592.0,United Kingdom,234.0,263.96,10,2021,Completo
570859,2021-10-12 15:22:00,18277.0,United Kingdom,68.0,110.38,10,2021,Completo
553042,2021-05-13 09:01:00,15845.0,United Kingdom,128.0,304.58,5,2021,Completo
557766,2021-06-22 14:24:00,16566.0,United Kingdom,88.0,183.76,6,2021,Completo
C567677,2021-09-21 15:57:00,12409.0,Switzerland,145.0,3.74,9,2021,Completo
540838,2021-01-11 15:13:00,13862.0,United Kingdom,308.0,425.1,1,2021,Completo
C554374,2021-05-24 11:27:00,15128.0,United Kingdom,145.0,22.45,5,2021,Completo
568371,2021-09-26 16:48:00,,United Kingdom,145.0,0.0,9,2021,Incompleto
569142,2021-09-30 15:03:00,13021.0,United Kingdom,12.0,25.2,9,2021,Completo
566934,2021-09-15 15:34:00,18102.0,United Kingdom,2893.0,13249.94,9,2021,Completo
537890,2020-12-09 10:04:00,15358.0,United Kingdom,36.0,100.2,12,2020,Completo
577596,2021-11-21 08:02:00,18080.0,United Kingdom,312.0,390.0,11,2021,Completo
559828,2021-07-13 09:44:00,16998.0,United Kingdom,2.0,7.9,7,2021,Completo
563890,2021-08-19 16:34:00,15862.0,United Kingdom,140.0,168.72,8,2021,Completo
557618,2021-06-21 13:38:00,14960.0,United Kingdom,20.0,88.3,6,2021,Completo
577837,2021-11-22 10:30:00,14834.0,United Kingdom,120.0,213.72,11,2021,Completo
C580770,2021-12-06 10:56:00,13255.0,United Kingdom,145.0,8.85,12,2021,Completo
564825,2021-08-30 12:26:00,,United Kingdom,368.0,1509.44,8,2021,Incompleto
572877,2021-10-26 13:31:00,17706.0,United Kingdom,24.0,244.38,10,2021,Completo
550616,2021-04-19 12:59:00,15140.0,United Kingdom,270.0,354.78,4,2021,Completo
568996,2021-09-29 17:16:00,13131.0,United Kingdom,153.0,447.3,9,2021,Completo
557780,2021-06-22 15:15:00,,United Kingdom,11.0,18.6,6,2021,Incompleto
567513,2021-09-20 15:05:00,14401.0,United Kingdom,106.0,305.5,9,2021,Completo
C570276,2021-10-10 11:03:00,17419.0,United Kingdom,145.0,14.85,10,2021,Completo
C559675,2021-07-11 14:21:00,13745.0,United Kingdom,145.0,8.5,7,2021,Completo
539502,2020-12-20 11:14:00,14099.0,United Kingdom,411.0,383.52,12,2020,Completo
536673,2020-12-02 12:11:00,14060.0,United Kingdom,504.0,339.84,12,2020,Completo
540644,2021-01-10 14:16:00,16303.0,United Kingdom,418.0,827.18,1,2021,Completo
549678,2021-04-11 12:57:00,16525.0,United Kingdom,128.0,435.0,4,2021,Completo
567687,2021-09-21 16:43:00,17888.0,United Kingdom,20.0,58.6,9,2021,Completo
573121,2021-10-27 16:22:00,15498.0,United Kingdom,10.0,20.8,10,2021,Completo
569691,2021-10-05 15:09:00,18223.0,United Kingdom,287.0,480.43,10,2021,Completo
C556729,2021-06-14 11:37:00,13319.0,United Kingdom,145.0,23.55,6,2021,Completo
570001,2021-10-07 09:10:00,14427.0,United Kingdom,208.0,321.74,10,2021,Completo
555147,2021-05-31 15:41:00,13505.0,Switzerland,364.0,906.4,5,2021,Completo
C561232,2021-07-26 10:21:00,16133.0,United Kingdom,145.0,15.6,7,2021,Completo
580138,2021-12-02 08:55:00,13199.0,United Kingdom,60.0,188.76,12,2021,Completo
552065,2021-05-06 11:20:00,16729.0,United Kingdom,88.0,190.54,5,2021,Completo
544893,2021-02-24 12:01:00,17865.0,United Kingdom,566.0,596.24,2,2021,Completo
C576898,2021-11-17 08:47:00,17828.0,Malta,145.0,130.0,11,2021,Completo
580656,2021-12-05 13:40:00,15621.0,United Kingdom,123.0,235.57,12,2021,Completo
C566462,2021-09-12 17:49:00,14276.0,United Kingdom,145.0,24.05,9,2021,Completo
568082,2021-09-23 14:38:00,14944.0,United Kingdom,556.0,1308.82,9,2021,Completo
C561083,2021-07-24 16:20:00,13230.0,United Kingdom,145.0,43.56,7,2021,Completo
548365,2021-03-30 15:49:00,,United Kingdom,145.0,0.0,3,2021,Incompleto
573829,2021-11-01 11:35:00,16830.0,United Kingdom,264.0,325.91,11,2021,Completo
552538,2021-05-10 10:11:00,13692.0,United Kingdom,1.0,14.95,5,2021,Completo
559312,2021-07-07 13:43:00,14180.0,United Kingdom,12.0,97.5,7,2021,Completo
C538768,2020-12-14 11:34:00,14829.0,United Kingdom,145.0,45.0,12,2020,Completo
C568570,2021-09-28 09:04:00,15358.0,United Kingdom,145.0,3.3,9,2021,Completo
543655,2021-02-11 10:30:00,,United Kingdom,145.0,0.0,2,2021,Incompleto
543986,2021-02-15 09:46:00,16738.0,United Kingdom,3.0,3.75,2,2021,Completo
561639,2021-07-28 14:58:00,,United Kingdom,145.0,0.0,7,2021,Incompleto
540545,2021-01-09 15:35:00,13451.0,United Kingdom,260.0,401.49,1,2021,Completo
C541512,2021-01-18 16:52:00,17576.0,United Kingdom,145.0,25.5,1,2021,Completo
580025,2021-12-01 11:53:00,15021.0,United Kingdom,110.0,241.97,12,2021,Completo
552534,2021-05-10 09:58:00,,United Kingdom,3.0,4.95,5,2021,Incompleto
565856,2021-09-07 14:09:00,17345.0,United Kingdom,116.0,155.8,9,2021,Completo
566048,2021-09-08 14:21:00,16558.0,United Kingdom,244.0,322.77,9,2021,Completo
C572109,2021-10-20 18:24:00,13350.0,United Kingdom,145.0,68.4,10,2021,Completo
566056,2021-09-08 15:08:00,14410.0,United Kingdom,6.0,4.11,9,2021,Completo
559458,2021-07-08 12:50:00,14104.0,United Kingdom,2.0,104.95,7,2021,Completo
C541501,2021-01-18 15:26:00,13458.0,United Kingdom,145.0,8.75,1,2021,Completo
543808,2021-02-13 13:22:00,17454.0,United Kingdom,77.0,132.25,2,2021,Completo
541687,2021-01-20 15:42:00,,United Kingdom,145.0,0.0,1,2021,Incompleto
571459,2021-10-17 14:03:00,,United Kingdom,145.0,0.0,10,2021,Incompleto
571913,2021-10-19 15:29:00,18210.0,United Kingdom,623.0,1258.37,10,2021,Completo
569839,2021-10-06 13:21:00,15769.0,United Kingdom,1300.0,2327.0,10,2021,Completo
574704,2021-11-06 14:02:00,15696.0,United Kingdom,233.0,719.61,11,2021,Completo
581217,2021-12-08 09:20:00,,United Kingdom,1853.0,6947.75,12,2021,Incompleto
550440,2021-04-18 12:25:00,12407.0,Belgium,204.0,269.66,4,2021,Completo
567931,2021-09-22 17:38:00,,United Kingdom,145.0,0.0,9,2021,Incompleto
548515,2021-03-31 16:19:00,,United Kingdom,3.0,1.95,3,2021,Incompleto
C537788,2020-12-08 12:49:00,15916.0,United Kingdom,145.0,18.3,12,2020,Completo
555070,2021-05-31 11:36:00,15863.0,United Kingdom,2.0,9.2,5,2021,Completo
562950,2021-08-11 09:56:00,15608.0,United Kingdom,230.0,285.68,8,2021,Completo
539245,2020-12-16 13:25:00,,United Kingdom,33.0,81.99,12,2020,Incompleto
C578432,2021-11-24 12:20:00,12395.0,Belgium,145.0,2.55,11,2021,Completo
567429,2021-09-20 11:39:00,17686.0,United Kingdom,223.0,520.74,9,2021,Completo
549461,2021-04-08 14:20:00,,United Kingdom,145.0,0.0,4,2021,Incompleto
544941,2021-02-25 10:25:00,12841.0,United Kingdom,120.0,169.94,2,2021,Completo
C548307,2021-03-30 11:59:00,17314.0,United Kingdom,145.0,7.5,3,2021,Completo
564536,2021-08-25 15:12:00,13159.0,United Kingdom,251.0,394.28,8,2021,Completo
574094,2021-11-03 09:46:00,,United Kingdom,145.0,0.0,11,2021,Incompleto
576864,2021-11-16 16:06:00,12748.0,United Kingdom,181.0,206.28,11,2021,Completo
542633,2021-01-31 10:31:00,,United Kingdom,164.0,661.42,1,2021,Incompleto
549978,2021-04-13 15:00:00,14834.0,United Kingdom,81.0,243.69,4,2021,Completo
536986,2020-12-03 14:40:00,16140.0,United Kingdom,104.0,124.14,12,2020,Completo
543479,2021-02-08 15:42:00,16998.0,United Kingdom,24.0,90.0,2,2021,Completo
543540,2021-02-09 14:44:00,17412.0,United Kingdom,92.0,141.36,2,2021,Completo
579921,2021-12-01 09:03:00,16839.0,United Kingdom,216.0,487.92,12,2021,Completo
575728,2021-11-10 19:40:00,14911.0,EIRE,496.0,1003.03,11,2021,Completo
541520,2021-01-19 09:13:00,12422.0,Australia,113.0,238.5,1,2021,Completo
580285,2021-12-02 13:22:00,12695.0,France,14.0,85.1,12,2021,Completo
C555652,2021-06-06 14:11:00,13094.0,United Kingdom,145.0,6.36,6,2021,Completo
540014,2021-01-04 11:34:00,14606.0,United Kingdom,155.0,339.68,1,2021,Completo
536990,2020-12-03 15:14:00,12793.0,Portugal,65.0,131.8,12,2020,Completo
C558112,2021-06-26 16:08:00,17114.0,United Kingdom,145.0,45.5,6,2021,Completo
544067,2021-02-15 14:02:00,16431.0,United Kingdom,143.0,269.59,2,2021,Completo
537622,2020-12-07 14:30:00,13173.0,United Kingdom,114.0,165.94,12,2020,Completo
576846,2021-11-16 15:35:00,13500.0,United Kingdom,289.0,497.97,11,2021,Completo
576592,2021-11-15 14:47:00,13614.0,United Kingdom,256.0,513.33,11,2021,Completo
559456,2021-07-08 12:35:00,13018.0,United Kingdom,12.0,17.4,7,2021,Completo
566172,2021-09-09 12:24:00,17001.0,United Kingdom,224.0,322.4,9,2021,Completo
C537824,2020-12-08 14:27:00,12870.0,United Kingdom,145.0,14.9,12,2020,Completo
561863,2021-07-31 10:40:00,17695.0,United Kingdom,421.0,411.74,7,2021,Completo
540459,2021-01-07 12:35:00,16191.0,United Kingdom,186.0,479.1,1,2021,Completo
544692,2021-02-23 09:14:00,17499.0,United Kingdom,711.0,622.88,2,2021,Completo
570690,2021-10-11 16:37:00,,United Kingdom,542.0,1506.5,10,2021,Incompleto
558440,2021-06-29 12:53:00,17408.0,United Kingdom,3.0,32.65,6,2021,Completo
544179,2021-02-16 14:44:00,17422.0,United Kingdom,219.0,321.25,2,2021,Completo
543342,2021-02-07 12:27:00,17162.0,United Kingdom,294.0,424.41,2,2021,Completo
549447,2021-04-08 13:20:00,17268.0,United Kingdom,192.0,138.24,4,2021,Completo
546980,2021-03-18 12:18:00,13591.0,United Kingdom,128.0,462.2,3,2021,Completo
569686,2021-10-05 14:50:00,12719.0,France,162.0,283.6,10,2021,Completo
548276,2021-03-30 11:39:00,17863.0,United Kingdom,416.0,481.2,3,2021,Completo
540855,2021-01-12 10:14:00,16353.0,United Kingdom,194.0,445.6,1,2021,Completo
571547,2021-10-18 07:43:00,17679.0,United Kingdom,51.0,348.91,10,2021,Completo
564846,2021-08-30 15:16:00,14507.0,United Kingdom,142.0,309.38,8,2021,Completo
543832,2021-02-14 10:10:00,13381.0,United Kingdom,267.0,416.11,2,2021,Completo
545072,2021-02-28 08:43:00,12781.0,Czech Republic,346.0,549.26,2,2021,Completo
577333,2021-11-18 14:40:00,14868.0,United Kingdom,130.0,370.14,11,2021,Completo
C566725,2021-09-14 13:08:00,14606.0,United Kingdom,145.0,1.65,9,2021,Completo
554701,2021-05-26 09:33:00,12974.0,United Kingdom,24.0,144.8,5,2021,Completo
558114,2021-06-27 08:49:00,14911.0,EIRE,79.0,200.15,6,2021,Completo
C562798,2021-08-09 14:30:00,12929.0,United Kingdom,145.0,12.75,8,2021,Completo
558643,2021-07-01 09:51:00,13534.0,United Kingdom,202.0,410.9,7,2021,Completo
574081,2021-11-02 16:37:00,15804.0,United Kingdom,270.0,362.43,11,2021,Completo
552264,2021-05-08 11:38:00,14959.0,United Kingdom,204.0,243.72,5,2021,Completo
540227,2021-01-05 14:38:00,,United Kingdom,1.0,4.95,1,2021,Incompleto
576809,2021-11-16 14:20:00,14851.0,United Kingdom,186.0,305.22,11,2021,Completo
551339,2021-04-27 17:18:00,,United Kingdom,192.0,887.23,4,2021,Incompleto
551667,2021-05-03 12:36:00,,United Kingdom,6.0,0.0,5,2021,Incompleto
C560588,2021-07-19 15:49:00,13767.0,United Kingdom,145.0,6.25,7,2021,Completo
566833,2021-09-15 11:47:00,17865.0,United Kingdom,128.0,237.08,9,2021,Completo
572666,2021-10-25 13:03:00,15134.0,United Kingdom,228.0,166.92,10,2021,Completo
551870,2021-05-04 16:51:00,17811.0,United Kingdom,132.0,194.3,5,2021,Completo
576595,2021-11-15 14:56:00,14911.0,EIRE,199.0,376.58,11,2021,Completo
547418,2021-03-23 10:25:00,13148.0,United Kingdom,173.0,369.09,3,2021,Completo
564201,2021-08-24 08:09:00,12540.0,Spain,317.0,509.34,8,2021,Completo
C563899,2021-08-21 10:55:00,17097.0,Spain,145.0,16.5,8,2021,Completo
578305,2021-11-23 15:44:00,14088.0,United Kingdom,2111.0,10584.77,11,2021,Completo
579865,2021-11-30 16:39:00,16915.0,United Kingdom,42.0,109.68,11,2021,Completo
575696,2021-11-10 16:45:00,,United Kingdom,8.0,10.0,11,2021,Incompleto
555840,2021-06-07 12:46:00,15805.0,United Kingdom,36.0,70.2,6,2021,Completo
552061,2021-05-06 10:43:00,13001.0,United Kingdom,696.0,1264.08,5,2021,Completo
568480,2021-09-27 11:52:00,17490.0,United Kingdom,118.0,396.2,9,2021,Completo
C541089,2021-01-13 12:41:00,14229.0,United Kingdom,145.0,4.95,1,2021,Completo
548000,2021-03-29 10:24:00,,United Kingdom,145.0,0.0,3,2021,Incompleto
557667,2021-06-22 08:30:00,15606.0,United Kingdom,91.0,309.81,6,2021,Completo
C539031,2020-12-15 14:25:00,12647.0,Germany,145.0,52.9,12,2020,Completo
547154,2021-03-21 12:06:00,15299.0,United Kingdom,480.0,600.0,3,2021,Completo
561813,2021-07-29 15:25:00,13104.0,United Kingdom,48.0,162.72,7,2021,Completo
552647,2021-05-10 13:33:00,13012.0,United Kingdom,2.0,16.5,5,2021,Completo
555517,2021-06-05 10:54:00,13131.0,United Kingdom,128.0,324.9,6,2021,Completo
559315,2021-07-07 13:52:00,13456.0,United Kingdom,101.0,430.0,7,2021,Completo
C539090,2020-12-16 09:48:00,16996.0,United Kingdom,145.0,2.95,12,2020,Completo
563361,2021-08-15 15:17:00,15315.0,United Kingdom,262.0,233.54,8,2021,Completo
569016,2021-09-30 09:20:00,14916.0,United Kingdom,306.0,301.22,9,2021,Completo
547060,2021-03-20 12:57:00,17954.0,United Kingdom,116.0,135.44,3,2021,Completo
542871,2021-02-01 12:33:00,,United Kingdom,50.0,21.0,2,2021,Incompleto
536643,2020-12-02 11:57:00,14390.0,United Kingdom,74.0,223.7,12,2020,Completo
571129,2021-10-14 10:03:00,14156.0,EIRE,353.0,406.84,10,2021,Completo
568392,2021-09-27 10:08:00,14272.0,United Kingdom,512.0,305.87,9,2021,Completo
574822,2021-11-07 10:38:00,,United Kingdom,145.0,0.0,11,2021,Incompleto
550150,2021-04-14 14:39:00,15230.0,United Kingdom,12.0,59.4,4,2021,Completo
557625,2021-06-21 14:23:00,15159.0,United Kingdom,336.0,469.72,6,2021,Completo
576593,2021-11-15 14:48:00,15720.0,United Kingdom,281.0,598.73,11,2021,Completo
580284,2021-12-02 13:21:00,15311.0,United Kingdom,59.0,252.11,12,2021,Completo
573873,2021-11-01 12:39:00,17346.0,United Kingdom,104.0,192.53,11,2021,Completo
C537998,2020-12-09 11:42:00,17411.0,United Kingdom,145.0,30.0,12,2020,Completo
553572,2021-05-18 09:37:00,18223.0,United Kingdom,255.0,591.65,5,2021,Completo
551445,2021-04-28 15:58:00,17991.0,United Kingdom,23.0,87.45,4,2021,Completo
580399,2021-12-04 11:45:00,13471.0,United Kingdom,532.0,892.94,12,2021,Completo
556084,2021-06-08 15:23:00,17491.0,United Kingdom,52.0,135.0,6,2021,Completo
540558,2021-01-10 10:04:00,,United Kingdom,145.0,0.0,1,2021,Incompleto
550620,2021-04-19 13:39:00,12585.0,Germany,407.0,777.25,4,2021,Completo
579942,2021-12-01 10:33:00,16145.0,United Kingdom,180.0,367.39,12,2021,Completo
555848,2021-06-07 13:31:00,16081.0,United Kingdom,182.0,424.24,6,2021,Completo
566241,2021-09-11 11:30:00,15939.0,United Kingdom,156.0,254.76,9,2021,Completo
549183,2021-04-07 09:16:00,14239.0,United Kingdom,53.0,144.95,4,2021,Completo
C537611,2020-12-07 13:25:00,17675.0,United Kingdom,145.0,75.6,12,2020,Completo
541570,2021-01-19 12:34:00,14646.0,Netherlands,6072.0,7722.04,1,2021,Completo
575945,2021-11-13 11:48:00,15864.0,United Kingdom,288.0,305.28,11,2021,Completo
545340,2021-03-02 08:41:00,15416.0,United Kingdom,786.0,1375.24,3,2021,Completo
567475,2021-09-20 13:11:00,16360.0,United Kingdom,176.0,263.92,9,2021,Completo
540518,2021-01-09 12:03:00,14761.0,United Kingdom,58.0,97.5,1,2021,Completo
576193,2021-11-14 11:57:00,,United Kingdom,145.0,0.0,11,2021,Incompleto
C562954,2021-08-11 10:13:00,17429.0,United Kingdom,145.0,12.8,8,2021,Completo
571199,2021-10-14 12:19:00,17949.0,United Kingdom,300.0,108.0,10,2021,Completo
556631,2021-06-13 14:59:00,13080.0,United Kingdom,120.0,58.08,6,2021,Completo
563216,2021-08-14 13:14:00,17841.0,United Kingdom,134.0,278.46,8,2021,Completo
C570004,2021-10-07 09:21:00,13198.0,United Kingdom,145.0,6.2,10,2021,Completo
C572113,2021-10-20 19:14:00,15179.0,United Kingdom,145.0,4.25,10,2021,Completo
565150,2021-09-01 14:26:00,14298.0,United Kingdom,4871.0,5590.67,9,2021,Completo
563831,2021-08-19 12:23:00,18081.0,United Kingdom,24.0,94.8,8,2021,Completo
578936,2021-11-27 13:00:00,16923.0,United Kingdom,278.0,506.61,11,2021,Completo
C578368,2021-11-24 11:05:00,16191.0,United Kingdom,145.0,177.6,11,2021,Completo
548215,2021-03-30 09:19:00,15674.0,United Kingdom,198.0,355.12,3,2021,Completo
571681,2021-10-18 13:44:00,16734.0,United Kingdom,237.0,344.35,10,2021,Completo
544668,2021-02-22 15:14:00,16573.0,United Kingdom,111.0,292.63,2,2021,Completo
563371,2021-08-16 09:39:00,14006.0,United Kingdom,194.0,300.1,8,2021,Completo
557471,2021-06-20 13:27:00,15825.0,United Kingdom,220.0,532.94,6,2021,Completo
536425,2020-12-01 12:08:00,13758.0,United Kingdom,137.0,362.45,12,2020,Completo
570864,2021-10-12 15:41:00,16945.0,United Kingdom,194.0,294.22,10,2021,Completo
568169,2021-09-25 12:54:00,14152.0,United Kingdom,342.0,306.78,9,2021,Completo
576896,2021-11-17 08:41:00,14735.0,United Kingdom,80.0,181.6,11,2021,Completo
555276,2021-06-01 17:28:00,,United Kingdom,302.0,1496.98,6,2021,Incompleto
560266,2021-07-17 13:54:00,17389.0,United Kingdom,66.0,338.7,7,2021,Completo
551272,2021-04-27 12:49:00,17530.0,United Kingdom,12.0,29.88,4,2021,Completo
572325,2021-10-24 09:54:00,14607.0,United Kingdom,600.0,1044.0,10,2021,Completo
548664,2021-04-01 14:45:00,14911.0,EIRE,713.0,1407.19,4,2021,Completo
538057,2020-12-09 13:38:00,13102.0,United Kingdom,210.0,316.82,12,2020,Completo
554287,2021-05-23 14:17:00,,United Kingdom,145.0,0.0,5,2021,Incompleto
577695,2021-11-21 11:55:00,15645.0,United Kingdom,256.0,612.01,11,2021,Completo
